CATEGORY,SIZE,PRICE,CONTENT RATING,TYPE,INSTALLS,RATING,Free,Paid,REVIEWS
Education,0.0,0.0,Everyone,Free,10000000,4.5,1,0,108613.0
Events,6.3,0.0,Everyone,Free,500000,4.5,1,0,7074.0
Shopping,7.5,0.0,Everyone,Free,100000,4.2,1,0,867.0
Tools,11.0,0.0,Everyone,Free,1000000,3.5,1,0,3988.0
Productivity,6.1,0.0,Everyone,Free,10000,2.4,1,0,166.0
Communication,1.0,1.49,Everyone,Paid,5000,2.3,0,1,223.0
Tools,26.0,0.0,Everyone,Free,5000,2.5,1,0,20.0
Tools,7.3,0.0,Everyone,Free,50000,3.4,1,0,150.0
Tools,0.0,0.0,Everyone,Free,10000000,4.5,1,0,87055.0
Tools,7.3,0.0,Everyone,Free,100000,3.7,1,0,701.0
Tools,7.3,0.0,Everyone,Free,100000,3.7,1,0,533.0
Tools,7.3,0.0,Everyone,Free,500000,3.3,1,0,1988.0
Tools,7.3,0.0,Everyone,Free,1000000,3.4,1,0,3491.0
Tools,16.0,0.0,Everyone,Free,1000000,4.4,1,0,15911.0
Medical,6.6,0.0,Everyone,Free,5,4.4,1,0,0.0
House And Home,5.1,0.0,Everyone,Free,1000000,4.0,1,0,7508.0
Game,63.0,0.0,Everyone,Free,10000000,4.3,1,0,205830.0
Auto And Vehicles,97.0,0.0,Everyone,Free,1000,3.9,1,0,22.0
Family,35.0,0.0,Mature,Free,1000000,4.5,1,0,45458.0
Game,69.0,0.0,Teen,Free,5000000,4.0,1,0,27557.0
Family,7.9,0.0,Everyone,Free,1000000,3.6,1,0,21095.0
Auto And Vehicles,0.2,0.0,Everyone,Free,100000,4.0,1,0,1403.0
Travel And Local,0.0,0.0,Everyone,Free,1000000,4.1,1,0,12564.0
Health And Fitness,0.2,0.0,Everyone,Free,10000,3.5,1,0,143.0
Travel And Local,12.0,0.0,Everyone,Free,1000,4.1,1,0,46.0
Family,8.6,0.0,Teen,Free,5000,4.5,1,0,86.0
Family,8.5,0.0,Everyone,Free,5000,4.4,1,0,160.0
News And Magazines,7.1,0.0,Everyone,Free,10000,4.6,1,0,146.0
Family,3.2,0.0,Mature,Free,100,4.6,1,0,1.0
Productivity,26.0,0.0,Everyone,Free,5000,4.5,1,0,48.0
Business,6.0,0.0,Everyone,Free,10000,4.5,1,0,416.0
Business,5.0,0.0,Everyone,Free,10000,3.6,1,0,125.0
Business,0.0,0.0,Everyone,Free,1000000,4.4,1,0,11310.0
Business,8.1,0.0,Everyone,Free,5000,4.0,1,0,12.0
Business,5.6,0.0,Everyone,Free,100000,4.6,1,0,770.0
Business,7.9,0.0,Everyone,Free,5000,4.4,1,0,25.0
Business,6.7,0.0,Everyone,Free,1000000,4.4,1,0,72202.0
Business,5.7,0.0,Everyone,Free,1000000,4.4,1,0,20921.0
Productivity,15.0,0.0,Everyone,Free,100000,4.3,1,0,2303.0
Productivity,4.7,0.0,Everyone,Free,1000000,4.5,1,0,27820.0
Business,19.0,0.0,Everyone,Free,50000,4.3,1,0,740.0
Tools,22.0,0.0,Everyone,Free,5000,4.2,1,0,54.0
Business,7.1,0.0,Everyone,Free,100000,4.2,1,0,715.0
Business,2.2,0.0,Everyone,Free,500000,4.4,1,0,2147.0
Shopping,0.0,0.0,Everyone,Free,10000000,4.4,1,0,210208.0
Photography,0.0,0.0,Everyone,Free,100000000,4.3,1,0,6120977.0
Photography,0.0,0.0,Everyone,Free,10000000,4.0,1,0,125616.0
Game,16.0,2.99,Teen,Paid,10000,4.7,0,1,416.0
Personalization,0.0,0.0,Everyone,Free,5000000,4.2,1,0,86743.0
Game,84.0,0.0,Everyone,Free,1000000,3.8,1,0,21423.0
Photography,35.0,0.0,Everyone,Free,10000000,4.1,1,0,106080.0
News And Magazines,25.0,0.0,Teen,Free,1000000,4.3,1,0,13167.5
News And Magazines,19.0,0.0,Everyone,Free,100,4.3,1,0,10.0
Health And Fitness,4.0,0.0,Everyone,Free,10,4.8,1,0,10.0
Finance,4.0,0.0,Everyone,Free,5000,3.8,1,0,57.0
Family,26.0,0.0,Everyone,Free,100000,4.3,1,0,4207.0
Game,72.0,0.0,Teen,Free,10000000,4.5,1,0,655106.0
Family,11.0,0.0,Everyone,Free,1000000,4.0,1,0,5118.0
Communication,35.0,0.0,Everyone,Free,10000,3.9,1,0,517.0
Video Players,0.0,0.0,Everyone,Free,50000000,4.4,1,0,326232.0
Personalization,0.0,0.0,Everyone,Free,50000000,4.3,1,0,495826.5
Personalization,29.0,0.0,Everyone,Free,10000000,4.2,1,0,89342.0
Family,3.9,0.0,Everyone,Free,1000,4.5,1,0,6.0
Game,0.0,2.99,Teen,Paid,100000,4.7,0,1,4328.0
Family,48.0,0.0,Teen,Free,5000000,4.0,1,0,174127.0
Game,51.0,0.0,Teen,Free,5000000,4.4,1,0,344819.0
Family,13.0,0.0,Everyone,Free,100000,3.0,1,0,1279.0
Game,44.0,0.0,Teen,Free,10000000,4.5,1,0,617732.0
Maps And Navigation,16.0,0.0,Everyone,Free,1000000,4.2,1,0,55313.0
Family,2.3,0.0,Everyone,Free,500,4.2,1,0,1.0
Finance,0.0,0.0,Everyone,Free,1000000,4.6,1,0,57493.0
Family,9.2,0.0,Everyone,Free,1000,4.6,1,0,41.0
Family,10.0,0.0,Everyone,Free,10000,4.4,1,0,77.0
Game,99.0,0.0,Mature,Free,1000000,4.5,1,0,3432.0
Game,47.0,0.0,Everyone,Free,5000,4.4,1,0,30.0
Family,0.0,0.0,Everyone,Free,100000,4.5,1,0,278.0
Game,33.0,0.0,Teen,Free,100000,4.7,1,0,6187.0
Game,7.6,0.0,Everyone,Free,10000,3.7,1,0,80.0
Communication,5.5,0.0,Everyone,Free,1000000,4.4,1,0,32254.0
Events,13.0,0.0,Everyone,Free,1000,4.4,1,0,49.0
Family,26.0,1.99,Teen,Paid,10000,3.4,0,1,642.0
Tools,34.0,0.0,Everyone,Free,1000,2.8,1,0,27.0
News And Magazines,10.0,0.0,Everyone,Free,5000,3.7,1,0,24.0
Game,35.0,0.0,Everyone,Free,100000000,4.5,1,0,1385093.0
Game,69.0,5.99,Everyone,Paid,100000,4.6,0,1,10795.0
Game,25.0,0.0,Everyone,Free,100000,3.6,1,0,2065.0
Game,50.0,0.0,Everyone,Free,50000000,4.5,1,0,1117212.0
Game,40.0,0.0,Teen,Free,10000000,4.4,1,0,98123.0
Tools,3.0,0.0,Everyone,Free,5000,4.4,1,0,52.0
Family,6.4,0.0,Teen,Free,10000,4.4,1,0,350.0
Personalization,12.0,0.0,Everyone,Free,5000000,4.4,1,0,18918.0
House And Home,72.0,0.0,Everyone,Free,1000000,3.9,1,0,59660.0
House And Home,7.6,0.0,Everyone,Free,1000000,4.0,1,0,4450.0
House And Home,27.0,0.0,Everyone,Free,100000,4.0,1,0,4281.0
Game,99.0,0.0,Teen,Free,5000000,4.4,1,0,45871.0
Game,96.0,0.0,Mature,Free,1000000,4.3,1,0,9951.0
Game,99.0,0.0,Mature,Free,10000000,4.4,1,0,452589.0
Game,26.0,0.0,Mature,Free,1000000,4.4,1,0,6735.0
Game,23.0,0.0,Teen,Free,10000000,4.0,1,0,166033.0
Game,59.0,0.0,Everyone,Free,10000000,4.1,1,0,234606.0
Personalization,3.3,0.0,Everyone,Free,100,4.1,1,0,1.0
Education,76.0,0.0,Everyone,Free,5000000,4.5,1,0,172506.5
Shopping,0.0,0.0,Everyone,Free,5000000,4.0,1,0,15867.0
Game,1.4,0.0,Everyone,Free,5000,4.1,1,0,41.0
Game,16.0,0.0,Teen,Free,500000,3.9,1,0,24697.0
Productivity,5.3,0.0,Everyone,Free,100,3.9,1,0,6.0
Family,6.7,0.0,Teen,Free,50000,4.4,1,0,2420.0
Sports,14.0,0.0,Everyone,Free,1000,2.7,1,0,17.0
House And Home,1.9,0.0,Everyone,Free,10000,4.7,1,0,126.0
Tools,4.1,0.0,Everyone,Free,1000000,4.5,1,0,27180.0
Tools,8.2,0.0,Everyone,Free,10000,4.3,1,0,10.0
Tools,0.8,0.0,Everyone,Free,100000,3.6,1,0,661.0
Tools,2.5,0.0,Everyone,Free,500000,3.4,1,0,2889.0
Family,6.2,0.0,Everyone,Free,1000,3.9,1,0,8.0
Game,0.0,0.0,Teen,Free,10000000,4.4,1,0,275776.0
Health And Fitness,3.7,0.0,Everyone,Free,50000,2.4,1,0,577.0
Health And Fitness,57.0,0.0,Everyone,Free,5000000,4.5,1,0,183665.5
Health And Fitness,0.0,0.0,Everyone,Free,10000000,4.5,1,0,501144.0
Game,32.0,0.0,Teen,Free,100000,4.5,1,0,559.0
Health And Fitness,3.9,0.0,Everyone,Free,500000,4.5,1,0,6238.0
Health And Fitness,0.0,0.0,Everyone,Free,1000000,4.7,1,0,77777.0
Health And Fitness,0.0,0.0,Teen,Free,1000000,4.4,1,0,20812.0
Health And Fitness,38.0,0.0,Everyone,Free,1000000,4.5,1,0,50679.0
Health And Fitness,0.0,0.0,Everyone,Free,10000000,4.5,1,0,827633.6666666666
Health And Fitness,0.0,0.0,Everyone,Free,5000000,4.1,1,0,111463.5
Game,51.0,0.0,Everyone,Free,10000000,4.6,1,0,260651.0
Dating,18.0,0.0,Mature,Free,100000,4.2,1,0,1059.0
Family,1.5,0.0,Everyone,Free,1000,4.2,1,0,24.0
Communication,1.6,0.0,Everyone,Free,500,4.2,1,0,12.0
Lifestyle,15.0,0.0,Everyone,Free,1000,5.0,1,0,141.0
Comics,32.0,0.0,Everyone,Free,500000,4.7,1,0,2249.0
News And Magazines,46.0,0.0,Everyone,Free,1000,4.8,1,0,46.0
Personalization,0.0,4.99,Everyone,Paid,1000,4.1,0,1,47.0
Personalization,2.2,0.0,Everyone,Free,1000000,4.2,1,0,11244.0
Productivity,31.0,0.0,Everyone,Free,10000000,4.1,1,0,12435.0
Tools,0.3,0.0,Everyone,Free,50000,3.8,1,0,560.0
Photography,45.0,0.0,Everyone,Free,100000000,4.4,1,0,972574.0
Tools,7.1,0.0,Everyone,Free,1000000,4.6,1,0,14224.0
Tools,6.5,0.0,Everyone,Free,1000000,4.4,1,0,22503.0
Lifestyle,17.0,0.0,Everyone,Free,1000,4.4,1,0,4.0
Family,42.0,0.0,Teen,Free,5000000,4.3,1,0,171220.0
Books And Reference,1.5,0.0,Everyone,Free,1000,4.7,1,0,119.0
Libraries And Demo,5.5,0.0,Everyone,Free,10000,4.3,1,0,6.0
Game,19.0,0.0,Everyone,Free,5000000,4.5,1,0,407788.0
Family,9.4,0.0,Everyone,Free,1000,4.0,1,0,11.0
Education,0.0,0.0,Everyone,Free,100000,4.2,1,0,2277.0
Education,6.6,0.0,Everyone,Free,100000,4.1,1,0,2363.0
Education,0.0,0.0,Everyone,Free,50000,4.2,1,0,642.0
Family,0.0,0.0,Teen,Free,100000,3.2,1,0,1011.0
Finance,3.3,0.0,Everyone,Free,10000,2.9,1,0,139.0
Maps And Navigation,0.0,0.0,Everyone,Free,1000000,3.7,1,0,20605.0
Finance,93.0,0.0,Everyone,Free,5000000,4.2,1,0,112656.0
Health And Fitness,7.9,0.0,Everyone,Free,1000,3.5,1,0,8.0
Family,3.9,1.99,Everyone,Paid,100,4.7,0,1,15.0
Business,3.3,0.0,Everyone,Free,10000,4.2,1,0,123.0
Game,50.0,0.0,Everyone,Free,5000000,3.9,1,0,172281.0
Productivity,17.0,0.0,Everyone,Free,100,4.4,1,0,7.0
Tools,0.0,0.0,Everyone,Free,1000000,4.4,1,0,142.0
Books And Reference,5.1,0.0,Everyone,Free,500,4.5,1,0,8.0
Books And Reference,6.4,0.0,Everyone,Free,500000,4.7,1,0,14773.0
Tools,65.0,0.0,Everyone,Free,10000,3.2,1,0,67.0
Business,0.0,0.0,Everyone,Free,1000000,4.3,1,0,14955.0
Productivity,3.7,0.0,Everyone,Free,50000,3.9,1,0,334.0
Books And Reference,7.2,0.0,Everyone,Free,50000,3.9,1,0,2.0
Game,52.0,0.0,Teen,Free,1000000,4.6,1,0,100609.0
Tools,17.0,0.0,Everyone,Free,500000000,4.6,1,0,7782919.5
Entertainment,0.0,0.0,Teen,Free,1000000,4.2,1,0,12398.0
Travel And Local,18.0,0.0,Everyone,Free,5,4.2,1,0,0.0
Tools,1.9,0.0,Everyone,Free,1000000,4.1,1,0,4234.0
Sports,10.0,0.0,Everyone,Free,5,4.1,1,0,2.0
Auto And Vehicles,16.0,0.0,Everyone,Free,500000,3.6,1,0,1379.0
Productivity,33.0,0.0,Everyone,Free,10,3.6,1,0,0.0
Social,0.0,0.0,Mature,Free,50000000,4.3,1,0,1064062.5
Auto And Vehicles,35.0,0.0,Everyone,Free,1000000,3.7,1,0,4806.0
Personalization,14.0,4.85,Everyone,Paid,50,3.7,0,1,1.0
Weather,0.0,0.0,Everyone,Free,1000000,3.5,1,0,11297.0
Tools,3.9,0.0,Everyone,Free,10000,3.8,1,0,89.0
Family,1.7,0.0,Everyone,Free,5000,3.8,1,0,17.0
Auto And Vehicles,7.9,0.0,Everyone,Free,100000,4.5,1,0,3617.0
Communication,0.1,0.0,Everyone,Free,1000,4.5,1,0,12.0
Travel And Local,0.0,0.0,Everyone,Free,5000000,3.4,1,0,15750.0
Photography,0.0,0.0,Everyone,Free,50000000,4.3,1,0,1017237.0
Tools,51.0,0.0,Everyone,Free,1000,4.3,1,0,1.0
Food And Drink,43.0,0.0,Everyone,Free,1000000,4.3,1,0,19343.5
Social,17.0,0.0,Mature,Free,5000000,4.6,1,0,79658.0
Shopping,2.9,0.0,Everyone,Free,50000,4.3,1,0,85.0
Travel And Local,22.0,0.0,Everyone,Free,1000000,4.2,1,0,8258.0
Tools,2.3,0.0,Everyone,Free,50000,3.6,1,0,301.0
News And Magazines,1.7,0.0,Everyone,Free,5,3.6,1,0,0.0
Game,29.0,0.0,Teen,Free,1000000,4.5,1,0,152658.0
Entertainment,0.0,0.0,Mature,Free,10000000,4.3,1,0,88185.0
Family,12.0,0.0,Everyone,Free,100000,4.5,1,0,1827.0
Food And Drink,41.0,0.0,Everyone,Free,1000000,3.8,1,0,21347.5
Libraries And Demo,4.3,0.0,Everyone,Free,100000,4.1,1,0,923.0
Events,61.0,0.0,Everyone,Free,500,5.0,1,0,4.0
Video Players,0.0,0.0,Teen,Free,1000000,3.7,1,0,11549.0
Family,79.0,0.0,Everyone,Free,1000000,4.4,1,0,93870.0
Communication,0.7,0.0,Everyone,Free,1000000,4.0,1,0,1926.0
Tools,7.6,0.0,Teen,Free,10000,4.5,1,0,954.0
Family,18.0,0.0,Teen,Free,500000,3.2,1,0,3069.0
Books And Reference,10.0,0.0,Everyone,Free,100000,4.7,1,0,28237.0
Family,18.0,0.0,Everyone,Free,100000,4.3,1,0,2871.0
Social,5.1,0.0,Teen,Free,1000,4.2,1,0,17.0
Art And Design,10.0,0.0,Everyone,Free,100000,4.5,1,0,176.0
Libraries And Demo,2.1,0.0,Everyone,Free,5000,4.5,1,0,20.0
Business,36.0,0.0,Everyone,Free,100,4.7,1,0,3.0
Productivity,0.7,0.0,Everyone,Free,50000,4.6,1,0,3362.0
Family,12.0,0.0,Everyone,Free,1000,5.0,1,0,2.0
Productivity,9.7,0.0,Everyone,Free,1000,2.9,1,0,32.0
Parenting,11.0,0.0,Everyone,Free,1000000,4.4,1,0,11501.0
Communication,3.7,0.0,Everyone,Free,1000000,4.4,1,0,27540.0
Lifestyle,20.0,0.0,Everyone,Free,1000000,3.7,1,0,4212.0
Lifestyle,37.0,0.0,Everyone,Free,1000000,4.3,1,0,33572.0
Family,83.0,3.99,Everyone,Paid,10000,4.5,0,1,253.0
Family,44.0,3.99,Everyone,Paid,1000,4.2,0,1,8.0
Family,83.0,0.0,Everyone,Free,1000000,4.4,1,0,13155.0
Education,63.0,3.99,Everyone,Paid,1000,4.9,0,1,11.0
Sports,0.0,0.0,Everyone,Free,5000000,3.9,1,0,63938.0
Productivity,38.0,0.0,Everyone,Free,1000,4.9,1,0,42.0
Family,1.1,0.0,Everyone,Free,500,3.8,1,0,5.0
Game,61.0,0.0,Everyone,Free,10000,4.4,1,0,306.0
Lifestyle,6.4,0.0,Everyone,Free,10000,4.5,1,0,532.0
Shopping,0.0,0.0,Everyone,Free,5000000,4.3,1,0,45362.0
Tools,2.0,0.0,Everyone,Free,1000,4.3,1,0,83.0
Tools,2.0,0.99,Everyone,Paid,10,4.3,0,1,11.0
Tools,2.5,0.0,Everyone,Free,100000000,4.4,1,0,9602.0
Health And Fitness,70.0,0.0,Everyone,Free,500000000,4.3,1,0,480208.0
Tools,0.0,0.0,Everyone,Free,10000000,4.3,1,0,330468.0
Productivity,0.0,0.0,Everyone,Free,100000000,3.9,1,0,15368.0
Photography,22.0,0.0,Everyone,Free,1000000,4.0,1,0,34753.0
Tools,24.0,0.0,Everyone,Free,100000000,4.3,1,0,146913.0
Tools,3.4,0.0,Everyone,Free,5000,4.2,1,0,27.0
Video Players,6.1,0.0,Everyone,Free,50000000,4.4,1,0,25922.0
Lifestyle,30.0,0.0,Everyone,Free,50000000,4.5,1,0,82145.0
Game,67.0,0.0,Teen,Free,100000,3.9,1,0,923.0
Family,0.0,0.0,Teen,Free,1000000,4.2,1,0,9403.0
Game,97.0,0.0,Mature,Free,10000000,4.0,1,0,162530.0
Game,42.0,0.0,Mature,Free,100000,4.1,1,0,2399.0
Medical,29.0,0.0,Everyone,Free,100,4.1,1,0,0.0
Family,10.0,0.0,Everyone,Free,10000000,4.7,1,0,412744.0
Family,15.0,0.0,Everyone,Free,1000000,4.7,1,0,12784.0
Family,0.0,0.0,Everyone,Free,1000000,4.2,1,0,14356.0
Medical,3.3,0.0,Everyone,Free,100000,4.5,1,0,1388.0
Sports,5.0,0.0,Everyone,Free,5000,4.5,1,0,196.0
Food And Drink,15.0,0.0,Everyone,Free,10,4.5,1,0,0.0
Finance,9.0,0.0,Everyone,Free,1000,4.3,1,0,12.0
Family,30.0,0.0,Everyone,Free,500,3.8,1,0,4.0
Travel And Local,47.0,0.0,Everyone,Free,1000,3.8,1,0,2.0
News And Magazines,17.0,0.0,Everyone,Free,1000,4.1,1,0,25.0
House And Home,5.3,0.0,Everyone,Free,100,4.1,1,0,0.0
Health And Fitness,8.3,0.0,Everyone,Free,50,5.0,1,0,2.0
Travel And Local,22.0,0.0,Everyone,Free,100,5.0,1,0,1.0
Game,31.0,0.0,Everyone,Free,10000,4.1,1,0,101.0
Game,33.0,1.99,Teen,Paid,50,5.0,0,1,4.0
Tools,2.6,0.0,Everyone,Free,500,5.0,1,0,1.0
Family,4.3,0.0,Everyone,Free,5000,4.9,1,0,11.0
Events,9.7,0.0,Teen,Free,100,4.9,1,0,6.0
Food And Drink,13.0,0.0,Everyone,Free,50000,4.8,1,0,1250.0
Communication,0.0,0.0,Everyone,Free,5000,3.6,1,0,97.0
Communication,14.0,0.0,Everyone,Free,1000,3.4,1,0,37.0
Books And Reference,0.1,0.0,Everyone,Free,1000000,4.1,1,0,9636.0
Tools,0.2,0.0,Everyone,Free,10000000,4.1,1,0,45610.0
Medical,7.7,0.0,Everyone,Free,5000,3.7,1,0,3.0
Shopping,34.0,0.0,Everyone,Free,100000,3.7,1,0,2094.0
Shopping,21.0,0.0,Everyone,Free,1000000,4.2,1,0,31519.0
Shopping,1.1,0.0,Everyone,Free,100000,4.4,1,0,2375.0
Social,0.0,0.0,Mature,Free,10000000,4.2,1,0,423121.5
Medical,29.0,0.0,Everyone,Free,50,4.2,1,0,0.0
Tools,33.0,2.99,Everyone,Paid,50,4.4,0,1,9.0
Family,0.0,0.0,Everyone,Free,10000000,4.4,1,0,175509.0
Family,12.0,0.0,Teen,Free,100000,3.4,1,0,1012.0
Family,20.0,0.0,Mature,Free,100000,3.7,1,0,1443.0
Lifestyle,10.0,0.0,Everyone,Free,1000000,4.4,1,0,16637.0
Family,28.0,0.0,Teen,Free,500000,3.7,1,0,9296.0
Tools,11.0,0.0,Everyone,Free,1000,4.0,1,0,24.0
Books And Reference,0.7,0.99,Everyone,Paid,5,4.0,0,1,0.0
Family,0.0,0.0,Everyone,Free,10000000,4.1,1,0,530792.0
Family,9.2,0.0,Everyone,Free,100000,4.6,1,0,1553.0
Shopping,20.0,0.0,Everyone,Free,100,4.0,1,0,6.0
Family,8.0,0.0,Everyone,Free,1000,3.2,1,0,4.0
Personalization,11.0,0.0,Everyone,Free,10000,3.6,1,0,128.0
Tools,0.0,0.0,Everyone,Free,1000000,4.3,1,0,16395.0
Photography,0.0,0.0,Everyone,Free,10000000,4.5,1,0,559931.0
Game,96.0,0.0,Everyone,Free,100000000,4.6,1,0,5419175.5
Tools,15.0,0.0,Everyone,Free,10000,4.5,1,0,1439.0
Lifestyle,15.0,0.0,Everyone,Free,100,4.3,1,0,3.0
Travel And Local,31.0,0.0,Everyone,Free,5000000,4.2,1,0,120373.0
Game,18.0,0.0,Teen,Free,10000000,3.3,1,0,152102.0
Family,5.6,0.0,Everyone,Free,5000,4.6,1,0,25.0
Tools,2.1,0.0,Everyone,Free,1000000,4.2,1,0,68309.0
Tools,2.8,0.0,Everyone,Free,10000000,3.7,1,0,338449.0
Tools,0.5,0.0,Everyone,Free,10000000,4.1,1,0,172990.0
Business,9.0,0.0,Everyone,Free,100000,4.0,1,0,624.0
Medical,37.0,0.0,Everyone,Free,100000,3.8,1,0,700.0
Food And Drink,34.0,0.0,Everyone,Free,1000000,4.5,1,0,35218.0
Events,26.0,0.0,Everyone,Free,1000000,4.4,1,0,15558.0
Sports,33.0,0.0,Everyone,Free,10000,3.3,1,0,974.0
Game,40.0,0.0,Teen,Free,50000,4.4,1,0,1563.0
Tools,0.6,0.0,Everyone,Free,500000,3.6,1,0,6060.0
Beauty,2.9,0.0,Mature,Free,10000,3.6,1,0,77.0
Business,8.6,0.0,Everyone,Free,50000000,3.8,1,0,14760.0
Productivity,10.0,0.0,Everyone,Free,1000000,4.0,1,0,212.0
House And Home,19.0,0.0,Everyone,Free,10000,4.4,1,0,137.0
Tools,0.0,0.0,Everyone,Free,500000000,4.7,1,0,24900999.0
Social,27.0,0.0,Mature,Free,100000,4.1,1,0,568.0
Finance,0.0,0.0,Everyone,Free,1000000,4.5,1,0,22808.0
Family,22.0,0.0,Teen,Free,1000000,4.5,1,0,118285.0
Family,43.0,0.0,Everyone,Free,100000,3.7,1,0,1478.0
Health And Fitness,9.9,0.0,Everyone,Free,500000,4.5,1,0,14394.0
Health And Fitness,23.0,0.0,Teen,Free,500000,4.0,1,0,2894.0
Beauty,0.0,0.0,Everyone,Free,1000000,4.2,1,0,17934.0
Photography,0.0,0.0,Everyone,Free,50000000,4.2,1,0,401820.0
Beauty,30.0,0.0,Teen,Free,50000,4.1,1,0,187.0
Photography,9.1,0.0,Everyone,Free,1000000,4.7,1,0,31985.0
Tools,14.0,0.0,Everyone,Free,1000,2.8,1,0,29.0
Photography,19.0,0.0,Everyone,Free,1000000,4.6,1,0,11677.0
Photography,7.5,0.0,Everyone,Free,500,5.0,1,0,2.0
Tools,0.3,0.0,Everyone,Free,5000,4.3,1,0,37.0
Business,0.0,0.0,Everyone,Free,5,4.3,1,0,0.0
Maps And Navigation,5.2,0.0,Everyone,Free,100000,4.1,1,0,2909.0
Beauty,57.0,0.0,Everyone,Free,1000000,4.5,1,0,26834.0
Events,11.0,0.0,Everyone,Free,50000,4.6,1,0,731.0
Entertainment,4.4,0.0,Mature,Free,1000000,4.3,1,0,64448.0
Game,3.1,0.0,Everyone,Free,10000,4.8,1,0,35.0
Tools,13.0,0.0,Everyone,Free,50000,4.3,1,0,668.0
Finance,14.0,0.0,Everyone,Free,100000,4.7,1,0,6208.0
Tools,3.0,0.0,Everyone,Free,100000,4.3,1,0,534.0
Tools,4.3,1.99,Everyone,Paid,100,4.3,0,1,55.0
Family,3.6,0.0,Everyone,Free,10000,4.6,1,0,3106.0
Health And Fitness,0.0,0.0,Everyone,Free,1000000,4.5,1,0,75571.0
Family,2.7,0.0,Everyone,Free,5000000,3.9,1,0,17067.0
Communication,0.0,0.0,Everyone,Free,1000000,4.3,1,0,46702.0
Family,64.0,0.0,Everyone,Free,100,5.0,1,0,5.0
Game,88.0,0.0,Teen,Free,100000000,4.6,1,0,10980456.0
Game,86.0,4.99,Teen,Paid,50000,4.5,0,1,10440.0
Game,61.0,0.0,Teen,Free,1000000,4.2,1,0,47340.0
Productivity,0.0,0.0,Everyone,Free,5,4.2,1,0,0.0
Shopping,12.0,0.0,Everyone,Free,500000,4.0,1,0,7006.0
Social,2.3,0.0,Teen,Free,10000,4.4,1,0,120.0
Tools,0.0,0.0,Everyone,Free,100000000,4.4,1,0,1279766.0
Parenting,0.0,4.59,Everyone,Paid,100,2.0,0,1,23.0
Family,0.7,0.0,Everyone,Free,100,2.0,1,0,2.0
Medical,29.0,0.0,Everyone,Free,50,2.0,1,0,1.0
Family,23.0,0.0,Teen,Free,50000,4.1,1,0,3433.0
Game,29.0,0.0,Everyone,Free,5000000,4.6,1,0,29445.0
Family,39.0,0.0,Everyone,Free,500000,3.7,1,0,2850.0
Game,27.0,0.0,Teen,Free,50000000,4.3,1,0,320334.0
Family,33.0,0.0,Everyone,Free,100,3.0,1,0,2.0
Game,20.0,0.0,Teen,Free,10000000,4.1,1,0,82827.0
Game,0.0,0.0,Everyone,Free,100,4.1,1,0,4.0
Game,88.0,0.0,Teen,Free,500000,3.9,1,0,7972.0
Game,40.0,0.0,Teen,Free,1000000,3.5,1,0,14823.0
Game,69.0,0.0,Teen,Free,10000000,4.4,1,0,257724.0
Shopping,40.0,0.0,Everyone,Free,100000,3.4,1,0,620.0
Shopping,27.0,0.0,Everyone,Free,10000000,4.1,1,0,110425.0
Shopping,30.0,0.0,Everyone,Free,10000000,4.3,1,0,94294.0
Shopping,30.0,0.0,Everyone,Free,10000000,4.2,1,0,609186.0
Shopping,30.0,0.0,Everyone,Free,10000000,4.2,1,0,608753.0
Shopping,16.0,0.0,Everyone,Free,10000000,4.4,1,0,279428.0
Shopping,43.0,0.0,Everyone,Free,10000000,4.3,1,0,213735.0
Family,34.0,0.0,Everyone,Free,10000000,4.3,1,0,169609.0
Shopping,2.7,2.49,Everyone,Paid,100,4.8,0,1,14.0
Shopping,0.0,0.0,Everyone,Free,1000000,4.7,1,0,57920.0
Family,1.9,0.0,Everyone,Free,50000,3.7,1,0,464.0
Communication,8.8,0.0,Everyone,Free,1000000,4.8,1,0,237468.0
Family,46.0,0.0,Teen,Free,10000,3.9,1,0,55.0
Entertainment,0.0,0.0,Teen,Free,1000000,3.7,1,0,18523.0
Family,0.0,0.0,Teen,Free,1000000,3.7,1,0,18522.0
Game,63.0,0.0,Everyone,Free,1000000,3.9,1,0,41683.0
Shopping,30.0,0.0,Everyone,Free,5000000,4.2,1,0,106798.0
Photography,59.0,0.0,Everyone,Free,5000000,4.6,1,0,98716.5
Game,11.0,1.99,Teen,Paid,100,4.6,0,1,1.0
Game,16.0,0.0,Teen,Free,10000,4.2,1,0,152.0
Game,30.0,0.0,Teen,Free,100000,3.8,1,0,488.0
Game,33.0,0.0,Teen,Free,10000,3.9,1,0,164.0
Game,78.0,0.0,Teen,Free,500000,4.4,1,0,28510.0
Family,40.0,0.0,Everyone,Free,100000,4.4,1,0,1185.0
Business,0.0,0.0,Everyone,Free,1000000,4.3,1,0,8978.0
Tools,3.5,0.0,Everyone,Free,10000,4.6,1,0,424.0
Tools,8.5,0.0,Everyone,Free,100000,4.4,1,0,875.0
Tools,0.0,2.95,Everyone,Paid,10000,4.5,0,1,3356.0
Photography,0.0,0.0,Everyone,Free,5000000,4.4,1,0,47090.0
Dating,16.0,0.0,Mature,Free,10000,3.3,1,0,149.0
Family,100.0,0.0,Teen,Free,50000000,4.5,1,0,4218587.0
Finance,24.0,0.0,Everyone,Free,100000,4.4,1,0,7731.0
